188821,2083.2,,Thu Nov 01 2012 00:00:00 GMT+0000 (Western European Standard Time),Fri Oct 01 2010 00:00:00 GMT+0100 (Western European Summer Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,10 dias,Thu Feb 04 2021 12:41:52 GMT+0000 (Western European Standard Time)
187165,7970,,Thu Nov 01 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Oct 06 2010 00:00:00 GMT+0100 (Western European Summer Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,10 dias,Thu Feb 04 2021 12:40:23 GMT+0000 (Western European Standard Time)
187164,1845,,Thu Nov 01 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Oct 06 2010 00:00:00 GMT+0100 (Western European Summer Time),45400000-1, Obras de acabamento de edifícios,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,5 dias,Thu Feb 04 2021 12:40:23 GMT+0000 (Western European Standard Time)
238125,750001,626768.6,Sun Oct 28 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 28 2012 00:00:00 GMT+0100 (Western European Summer Time),45232120-9, Obras relacionadas com irrigação,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Região Autónoma da Madeira, Santana,Rede de Rega no Perímetro do Faial (08.06.0007),Cumprimento integral do contrato,180 dias,Thu Feb 04 2021 13:25:44 GMT+0000 (Western European Standard Time)
230436,4120,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,10 dias,Thu Feb 04 2021 13:18:35 GMT+0000 (Western European Standard Time)
232321,4659.66,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,30 dias,Thu Feb 04 2021 13:20:15 GMT+0000 (Western European Standard Time)
201481,14340,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,20 dias,Thu Feb 04 2021 12:54:55 GMT+0000 (Western European Standard Time)
227569,3097,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 06 2011 00:00:00 GMT+0000 (Western European Standard Time),45350000-5, Instalações mecânicas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,5 dias,Thu Feb 04 2021 13:16:08 GMT+0000 (Western European Standard Time)
200928,4692,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Nov 19 2010 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,10 dias,Thu Feb 04 2021 12:54:21 GMT+0000 (Western European Standard Time)
227568,14827.5,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 06 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,20 dias,Thu Feb 04 2021 13:16:08 GMT+0000 (Western European Standard Time)
199718,4381.8,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Oct 29 2010 00:00:00 GMT+0100 (Western European Summer Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Setúbal, Almada,empreitada de obras publicas,,20 dias,Thu Feb 04 2021 12:52:58 GMT+0000 (Western European Standard Time)
202787,3774.72,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Nov 13 2010 00:00:00 GMT+0000 (Western European Standard Time),45317000-2, Outras obras de instalação eléctrica,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,10 dias,Thu Feb 04 2021 12:56:08 GMT+0000 (Western European Standard Time)
208577,13439.08,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Wed Nov 24 2010 00:00:00 GMT+0000 (Western European Standard Time),51000000-9, Serviços de instalação (excepto software),Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,prestação de serviços,,15 dias,Thu Feb 04 2021 13:01:23 GMT+0000 (Western European Standard Time)
220851,9482,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Dec 17 2010 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,30 dias,Thu Feb 04 2021 13:10:59 GMT+0000 (Western European Standard Time)
222131,7000.52,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Jan 21 2011 00:00:00 GMT+0000 (Western European Standard Time),45350000-5, Instalações mecânicas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,15 dias,Thu Feb 04 2021 13:12:10 GMT+0000 (Western European Standard Time)
202789,6300,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Jan 21 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,10 dias,Thu Feb 04 2021 12:56:08 GMT+0000 (Western European Standard Time)
197519,1519,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Nov 19 2010 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,10 dias,Thu Feb 04 2021 12:50:50 GMT+0000 (Western European Standard Time)
204452,3564.7,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Nov 19 2010 00:00:00 GMT+0000 (Western European Standard Time),45421150-0, Instalação de artigos de marcenaria não metálicos,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,15 dias,Thu Feb 04 2021 12:57:31 GMT+0000 (Western European Standard Time)
230434,14700.4,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,15 dias,Thu Feb 04 2021 13:18:35 GMT+0000 (Western European Standard Time)
220849,6414.61,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Jan 17 2011 00:00:00 GMT+0000 (Western European Standard Time),45350000-5, Instalações mecânicas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,15 dias,Thu Feb 04 2021 13:10:59 GMT+0000 (Western European Standard Time)
220850,12832.04,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Jan 21 2011 00:00:00 GMT+0000 (Western European Standard Time),45350000-5, Instalações mecânicas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,15 dias,Thu Feb 04 2021 13:10:59 GMT+0000 (Western European Standard Time)
208576,4172.22,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Jan 02 2011 00:00:00 GMT+0000 (Western European Standard Time),51000000-9, Serviços de instalação (excepto software),Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,Prestação de serviços,,30 dias,Thu Feb 04 2021 13:01:23 GMT+0000 (Western European Standard Time)
230435,2179.9,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,5 dias,Thu Feb 04 2021 13:18:35 GMT+0000 (Western European Standard Time)
222129,1537.76,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Jan 02 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,10 dias,Thu Feb 04 2021 13:12:10 GMT+0000 (Western European Standard Time)
222130,13793.45,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Jan 21 2011 00:00:00 GMT+0000 (Western European Standard Time),45350000-5, Instalações mecânicas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,15 dias,Thu Feb 04 2021 13:12:10 GMT+0000 (Western European Standard Time)
222128,4344.4,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Wed Dec 29 2010 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,15 dias,Thu Feb 04 2021 13:12:10 GMT+0000 (Western European Standard Time)
208574,3422.06,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45314200-3, Instalação de linhas telefónicas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,30 dias,Thu Feb 04 2021 13:01:23 GMT+0000 (Western European Standard Time)
219250,9547.16,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Dec 18 2010 00:00:00 GMT+0000 (Western European Standard Time),98300000-6, Serviços diversos,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,aquisição de serviços,,15 dias,Thu Feb 04 2021 13:09:30 GMT+0000 (Western European Standard Time)
198570,3532.6,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Oct 29 2010 00:00:00 GMT+0100 (Western European Summer Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,10 dias,Thu Feb 04 2021 12:51:50 GMT+0000 (Western European Standard Time)
202788,5262.5,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Jan 22 2011 00:00:00 GMT+0000 (Western European Standard Time),45421112-2, Instalação de caixilharia de janelas,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,10 dias,Thu Feb 04 2021 12:56:08 GMT+0000 (Western European Standard Time)
199121,6566,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras publicas,,20 dias,Thu Feb 04 2021 12:52:23 GMT+0000 (Western European Standard Time)
212924,6668.58,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Dec 03 2010 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,10 dias,Thu Feb 04 2021 13:04:57 GMT+0000 (Western European Standard Time)
233851,3558,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Jan 21 2011 00:00:00 GMT+0000 (Western European Standard Time),45351000-2, Instalação de equipamento de engenharia mecânica,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitada de obras públicas,,5 dias,Thu Feb 04 2021 13:21:44 GMT+0000 (Western European Standard Time)
233850,8314,,Sat Oct 27 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Jan 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45000000-7, Construção,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,empreitadas de obras públicas,,15 dias,Thu Feb 04 2021 13:21:44 GMT+0000 (Western European Standard Time)
124837,268073.66,280703.06,Fri Oct 26 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Oct 01 2012 00:00:00 GMT+0100 (Western European Summer Time),45212200-8, Construção de instalações desportivas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Coimbra, Coimbra,Requalificação do campo de futebol da Quinta das Fonsecas - Lomba da Arregaça,Cumprimento integral do contrato,45 dias,Thu Feb 04 2021 11:08:12 GMT+0000 (Western European Standard Time)
97038,38000,,Fri Oct 26 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Mar 08 2010 00:00:00 GMT+0000 (Western European Standard Time),71240000-2, Serviços de arquitectura, engenharia e planeamento,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Aveiro, Sever do Vouga,Contrato para Constituição de uma equipa técnica afecta ao GAC - Gabinete de Apoio e Coordenação do projecto EcoPolis_Sever do Vouga Regenerar_Humanizar,,1116 dias,Thu Feb 04 2021 10:19:42 GMT+0000 (Western European Standard Time)
225667,439216.72,435774,Thu Oct 25 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Nov 12 2011 00:00:00 GMT+0000 (Western European Standard Time),45233260-9, Construção de vias pedestres,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Leiria, Figueiró dos Vinhos<BR/>Portugal, Santarém, Abrantes<BR/>Portugal, Castelo Branco, Vila de Rei<BR/>Portugal, Leiria, Pedrogão Grande<BR/>Portugal, Santarém, Ferreira do Zezere<BR/>Portugal, Coimbra, Pampilhosa da Serra<BR/>Portugal, Santarém, Constancia<BR/>Portugal, Castelo Branco, Oleiros<BR/>Portugal, Castelo Branco, Sertã<BR/>Portugal, Guarda, Guarda,Contrato da Empreitada Grande Rota do Zêzere,Cumprimento integral do contrato,730 dias,Thu Feb 04 2021 13:14:49 GMT+0000 (Western European Standard Time)
236312,6000,,Thu Oct 25 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Aug 26 2011 00:00:00 GMT+0100 (Western European Summer Time),66512100-3, Serviços de seguros de acidentes,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Braga, Vila Nova de Famalicão,Contrato de prestação de serviços - Seguros de pessoas (lote 4),,1095 dias,Thu Feb 04 2021 13:24:09 GMT+0000 (Western European Standard Time)
236314,3592.98,,Thu Oct 25 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Aug 26 2011 00:00:00 GMT+0100 (Western European Summer Time),66512100-3, Serviços de seguros de acidentes,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Braga, Vila Nova de Famalicão,Contrato de prestação de serviços - Seguros de pessoas (lote 2),,1095 dias,Thu Feb 04 2021 13:24:09 GMT+0000 (Western European Standard Time)
236313,79500,,Thu Oct 25 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Aug 26 2011 00:00:00 GMT+0100 (Western European Summer Time),66512100-3, Serviços de seguros de acidentes,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Braga, Vila Nova de Famalicão,Contrato de prestação de serviços - Seguros de pessoas (lote 3),,1095 dias,Thu Feb 04 2021 13:24:09 GMT+0000 (Western European Standard Time)
236311,424362,,Thu Oct 25 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Aug 26 2011 00:00:00 GMT+0100 (Western European Summer Time),66512100-3, Serviços de seguros de acidentes,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Braga, Vila Nova de Famalicão,Contrato de prestação de serviços - Seguros de Pessoas (lote 1),,1095 dias,Thu Feb 04 2021 13:24:09 GMT+0000 (Western European Standard Time)
115569,40500,,Sun Oct 14 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Sep 29 2012 00:00:00 GMT+0100 (Western European Summer Time),71242000-6, Preparação de projecto e concepção, estimativa de custos,ausência de recursos próprios,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Faro, Vila Real Sto Antonio,Contrato de Prestação de Serviços Nº 20/2012,,120 dias,Thu Feb 04 2021 10:51:28 GMT+0000 (Western European Standard Time)
115573,31000,,Sun Oct 14 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Sep 29 2012 00:00:00 GMT+0100 (Western European Summer Time),71242000-6, Preparação de projecto e concepção, estimativa de custos,ausência de recursos próprios,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Faro, Vila Real Sto Antonio<BR/>Portugal, Faro, Vila Real Sto Antonio,Contrato de Prestação de Serviços Nº 19/2012,,120 dias,Thu Feb 04 2021 10:51:28 GMT+0000 (Western European Standard Time)
209968,15001,15001,Fri Oct 12 2012 00:00:00 GMT+0100 (Western European Summer Time),Wed Jul 06 2011 00:00:00 GMT+0100 (Western European Summer Time),50000000-5, Serviços de reparação e manutenção,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Lisboa, Loures,Prestação de Serviços de Assistência Técnica a Sistemas Automáticos de Detecção de Incêndios, de Intrusão e Sistemas de Circuito Fechado de Televisão (CCTV), instalados nos Edificios Municipais.,Cumprimento integral do contrato,365 dias,Thu Feb 04 2021 13:02:23 GMT+0000 (Western European Standard Time)
